ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,beans,cassava,cassava_fao,groundnuts,maize,rice,o_beans,h_beans,l_beans,c_beans,inflation_beans,trust_beans,o_cassava,h_cassava,l_cassava,c_cassava,inflation_cassava,trust_cassava,o_cassava_fao,h_cassava_fao,l_cassava_fao,c_cassava_fao,inflation_cassava_fao,trust_cassava_fao,o_groundnuts,h_groundnuts,l_groundnuts,c_groundnuts,inflation_groundnuts,trust_groundnuts,o_maize,h_maize,l_maize,c_maize,inflation_maize,trust_maize,o_rice,h_rice,l_rice,c_rice,inflation_rice,trust_rice,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2008-04-01,2008,4,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,117,125.61,108.39,108.56,0.7,9,33.65,36.47,30.83,33.13,41.7,9.2,43.32,47.09,39.54,42.8,55.27,9.7,119.07,127.13,111.02,111.39,11.77,9.3,40.32,45.35,35.28,43.41,200.03,9,131.55,138.71,124.38,130.05,17.53,9.7,0.18,0.19,0.17,0.17,22.51,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2008-05-01,2008,5,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,109.38,120.75,101.28,120.75,8.62,9,34.24,37.19,31.29,34,38.54,9.2,43.88,47.74,40.01,43.77,62.59,9.7,112.18,119.79,104.57,117.98,19.5,9.3,45.53,50.98,38.95,38.95,220.19,9,126.82,137.33,120.27,137.33,27.09,9.7,0.17,0.18,0.16,0.18,29.13,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2008-06-01,2008,6,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,125.4,134.42,104.09,104.09,-8.52,9,35.12,38.23,27.63,27.63,17.77,9.2,44.84,48.84,35.06,35.06,24.1,9.7,121.61,129.6,105.78,105.78,2.26,9.3,39.01,43.9,28.66,28.66,90.81,9,135.2,143.68,119.95,119.95,4.32,9.7,0.18,0.19,0.15,0.15,5.35,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2008-07-01,2008,7,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,105.15,113.11,97.19,110.4,19.83,9,29.14,31.53,26.74,30.89,7.11,9.2,35.66,43.9,32.57,43.9,57.66,9.7,106.5,120.15,99.2,120.15,35.52,9.3,29.25,50.81,25.62,50.81,226.36,9,119.08,136.1,110.48,136.1,43.81,9.7,0.15,0.18,0.14,0.18,42.95,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2008-08-01,2008,8,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,112.89,121.27,104.52,116.52,40.23,9,32.2,34.93,29.46,33.51,11.38,9.2,45.46,49.14,41.79,46.62,54.57,9.7,125.36,133.79,116.92,118.62,61.73,9.3,55.56,62.43,48.69,50.66,209.96,9,138.16,149.46,126.87,135.28,52.19,9.7,0.19,0.2,0.17,0.18,58.83,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2008-09-01,2008,9,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,121.92,130.68,110.99,110.99,31.29,9,34.67,37.71,31.62,32.16,6.74,9.2,47.62,51.57,43.66,44.19,48.25,9.7,120.39,128.64,112.14,118.06,49.42,9.3,49.56,56.36,42.75,45.71,153.14,9,138.63,146.09,131.16,136.03,52.2,9.7,0.18,0.2,0.17,0.18,48.63,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2008-10-01,2008,10,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,111.11,119.44,102.77,115.42,30.95,9,33.47,36.45,30.49,31.85,33.78,9.2,45.22,49,41.43,41.94,46.85,9.7,118.96,127.06,110.86,116.21,33.37,9.3,48.24,54.34,36.66,36.66,69.22,9,140.49,147.43,133.54,134.08,38.8,9.7,0.18,0.19,0.17,0.17,37.62,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2008-11-01,2008,11,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,118.38,126.96,109.79,117.46,6.45,9,33.23,36.25,30.21,33.83,-10.02,9.2,42.88,47.81,39.26,47.81,25.83,9.7,119.31,127.17,111.45,121.31,22.24,9.3,36.17,50.24,31.25,50.24,96.57,9,139.04,146.31,131.77,142.74,21.85,9.7,0.18,0.19,0.16,0.19,21.28,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2008-12-01,2008,12,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,121.08,129.73,112.43,121.69,5.69,9,35.11,38.4,31.83,36.15,-3.79,9.2,49.22,53.34,45.1,53.25,28.7,9.7,124.55,132.65,116.46,130.08,20.93,9.3,55.13,65.39,48.23,65.39,102.54,9,148.44,155.83,141.06,148.34,17.8,9.7,0.19,0.2,0.18,0.2,22.36,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2009-01-01,2009,1,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,123.35,139.23,114.48,139.23,26.08,9,37.33,40.92,33.73,39.4,24.51,9.2,54.61,59.58,49.99,59.58,49.49,9.7,133.39,146,124.8,146,31.56,9.3,65.83,74.82,56.84,65.39,82.26,9,153.59,169.27,146.18,169.27,32.35,9.7,0.21,0.23,0.19,0.23,36.51,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2009-02-01,2009,2,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,143.24,153.48,133,143.37,25.03,9,40.41,44.41,36.41,41.05,22.61,9.2,61.22,66.41,56.03,64.67,50.35,9.7,149.29,158.97,139.6,147.23,29.55,9.3,68.27,77.19,59.36,75.91,87.51,9,174.12,185.81,162.44,172.21,31.35,9.7,0.23,0.25,0.22,0.24,36.46,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2009-03-01,2009,3,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,144.23,154.66,129.32,129.32,12.67,9,42.04,46.31,36.98,36.98,13.55,9.2,66.32,72.01,52.92,52.92,24.9,9.7,147.31,156.94,129.66,129.66,10.67,9.3,78.37,88.67,53.54,53.54,34.49,9,174.39,183.42,151.98,151.98,12.87,9.7,0.24,0.25,0.2,0.2,15.64,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2009-04-01,2009,4,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,128.2,139.16,118.77,139.16,28.19,9,38.36,42.22,34.51,35.88,8.31,9.2,53.83,58.33,47.24,47.24,10.37,9.7,129.12,137.73,120.51,134.26,20.53,9.3,53.23,60.6,36.66,36.66,-15.56,9,151.82,163.56,140.08,156.05,19.99,9.7,0.2,0.21,0.19,0.2,16.9,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2009-05-01,2009,5,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,144.2,154.32,134.07,134.16,11.1,9,37.4,41.21,33.59,36.92,8.6,9.2,48.33,52.34,44.33,48.83,11.56,9.7,139.68,148.5,128.66,128.66,9.05,9.3,37.42,42.75,32.32,42.75,9.78,9,156.13,164.69,147.56,149.69,9,9.7,0.2,0.22,0.19,0.2,9.97,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2009-06-01,2009,6,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,137.45,147.17,127.73,129.74,24.64,9,38.41,42.42,30.93,30.93,11.94,9.2,50.08,54.27,41.98,41.98,19.75,9.7,131.35,139.8,122.91,126.28,19.38,9.3,44.91,50.84,34.88,34.88,21.71,9,150.12,158.15,142.09,145.06,20.94,9.7,0.2,0.21,0.18,0.18,21.16,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2009-07-01,2009,7,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,130.9,140.24,121.56,129.21,17.04,9,32.74,36.01,29.48,31.58,2.21,9.2,42.76,46.31,39.22,42.17,-3.94,9.7,128.8,136.99,120.6,125.71,4.63,9.3,34.6,39.46,29.75,35.11,-30.9,9,146.58,154.19,138.98,142.04,4.36,9.7,0.19,0.2,0.18,0.18,2.51,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2009-08-01,2009,8,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,133.97,143.17,118.82,118.82,1.97,9,33.34,36.74,28.36,28.36,-15.35,9.2,43.29,46.9,39.1,39.1,-16.13,9.7,129.75,137.8,120.09,120.09,1.23,9.3,37.07,41.92,32.23,34.41,-32.08,9,144.93,152.31,137.54,138.41,2.31,9.7,0.19,0.2,0.17,0.17,-5.04,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2009-09-01,2009,9,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,121.5,130.01,112.98,116.67,5.12,9,30.24,33.27,27.21,28.82,-10.38,9.2,39.91,43.27,36.54,38.52,-12.83,9.7,122.36,130.04,114.68,119.63,1.33,9.3,34.57,39.29,29.86,33.8,-26.04,9,142.5,149.98,134.5,134.5,-1.13,9.7,0.18,0.19,0.17,0.17,-3.16,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2009-10-01,2009,10,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,120.16,128.46,111.87,116.08,0.58,9,30.64,33.78,27.5,29.82,-6.37,9.2,39.48,42.83,36.12,40.32,-3.86,9.7,123.15,130.7,114.74,114.74,-1.27,9.3,35.28,39.87,30.69,34.8,-5.05,9,139.45,147.07,131.84,133.35,-0.54,9.7,0.18,0.19,0.17,0.17,-1.44,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2009-11-01,2009,11,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,120.72,128.9,112.54,119.86,2.04,9,31.57,34.89,28.26,33.24,-1.74,9.2,41.34,44.89,37.78,43.49,-9.05,9.7,117.53,124.74,110.31,119.21,-1.73,9.3,35.47,40.17,30.78,39.12,-22.13,9,138.92,146.19,131.65,136.66,-4.26,9.7,0.17,0.19,0.16,0.18,-4.35,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2009-12-01,2009,12,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,123.2,138.44,114.84,138.44,13.77,9,34.78,42.14,31.02,42.14,16.56,9.2,44.62,50.97,40.75,50.97,-4.28,9.7,123.08,135.12,115.69,135.12,3.87,9.3,40.98,46.22,35.74,41.03,-37.25,9,142.52,153.43,135.57,153.43,3.43,9.7,0.18,0.2,0.17,0.2,0.15,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2010-01-01,2010,1,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,143.02,157.11,133.27,157.11,12.84,9,42.96,48.58,38.36,48.58,23.29,9.2,52.44,58.4,47.94,58.4,-1.99,9.7,140.23,150.52,131.77,150.52,3.09,9.3,41.78,47.24,36.33,42.91,-34.37,9,159.51,173.5,150.06,173.5,2.5,9.7,0.21,0.23,0.2,0.23,1.06,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2010-02-01,2010,2,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,159.28,170.37,128.47,128.47,-10.39,9,48.94,54.26,42.13,42.13,2.63,9.2,59.97,65.12,51.85,51.85,-19.83,9.7,152.59,162,126.56,126.56,-14.04,9.3,44.63,50.29,38.97,43.98,-42.06,9,178.14,189.54,148.06,148.06,-14.02,9.7,0.23,0.25,0.2,0.2,-17.08,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2010-03-01,2010,3,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,125.25,134.64,115.86,123.69,-4.35,9,43.22,47.83,35.52,35.52,-3.96,9.2,52.83,57.37,46.19,46.19,-12.72,9.7,123.83,132.16,115.5,121.38,-6.38,9.3,44.93,50.69,38.75,38.75,-27.62,9,148.71,162.62,134.79,141.78,-6.71,9.7,0.19,0.21,0.18,0.18,-8.97,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2010-04-01,2010,4,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,126.34,135.29,112.79,112.79,-18.95,9,37.12,40.93,29.04,29.04,-19.07,9.2,47.23,51.26,34.8,34.8,-26.33,9.7,124.88,132.76,108.31,108.31,-19.32,9.3,39.55,44.61,24.26,24.26,-33.83,9,141.59,150.12,117.69,117.69,-24.58,9.7,0.19,0.2,0.16,0.16,-22.01,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2010-05-01,2010,5,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,118.06,137.32,109.87,137.32,2.36,9,30.92,35.17,27.93,35.17,-4.74,9.2,35.37,42,32.54,42,-13.98,9.7,111.45,126.61,104.24,126.61,-1.59,9.3,24.13,27.38,20.88,25.9,-39.43,9,117.49,148.09,106.69,148.09,-1.06,9.7,0.16,0.19,0.15,0.19,-5.41,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2010-06-01,2010,6,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,143.19,164.59,132.99,164.59,26.86,9,36.64,40.24,33.04,39.64,28.14,9.2,43.44,46.75,40.14,45.2,7.66,9.7,133.42,152.11,124.79,152.11,20.46,9.3,27.45,30.89,24,26.68,-23.51,9,150.51,169.8,131.21,163.07,12.42,9.7,0.2,0.21,0.18,0.21,16.41,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2010-07-01,2010,7,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,169.61,182.03,157.2,157.27,21.72,9,40.83,44.94,36.71,38.03,20.43,9.2,46.21,49.82,42.6,44.42,5.33,9.7,157.62,168.27,144.43,144.43,14.89,9.3,26.87,30.39,23.34,26.68,-24.02,9,165.41,177.55,153.28,160,12.65,9.7,0.22,0.24,0.21,0.21,12.6,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2010-08-01,2010,8,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,152.59,164.4,140.78,149.97,26.22,9,39.43,43.44,33.14,33.14,16.86,9.2,45.49,49.09,41.62,41.62,6.43,9.7,140.69,150.8,130.59,141.46,17.8,9.3,27.85,31.35,24.36,27.24,-20.83,9,161.06,169.87,152.25,155.04,12.02,9.7,0.21,0.22,0.19,0.2,14.8,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2010-09-01,2010,9,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,150.07,161.21,138.92,151.15,29.56,9,34.86,38.32,31.4,32.87,14.07,9.2,42.52,45.92,39.13,42.44,10.18,9.7,143.17,152.92,133.41,140.08,17.09,9.3,27.73,31.27,24.19,27.64,-18.23,9,155.63,163.86,147.39,157.4,17.03,9.7,0.2,0.22,0.19,0.2,16.95,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2010-10-01,2010,10,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,156.53,167.65,143.78,143.78,23.86,9,34.61,38.1,31.11,31.39,5.25,9.2,43.52,47.04,39.85,39.85,-1.16,9.7,143.97,153.49,134.45,137.29,19.65,9.3,28.66,32.23,25.1,26.68,-23.35,9,158.46,166.39,150.54,151.03,13.25,9.7,0.2,0.22,0.19,0.19,13.23,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2010-11-01,2010,11,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,146.2,156.75,135.65,139.5,16.39,9,33.2,36.57,29.82,31.33,-5.74,9.2,40.7,44.02,37.38,38.85,-10.67,9.7,139.51,148.75,130.27,134.13,12.51,9.3,27.15,30.56,23.73,25,-36.09,9,152.52,160.7,144.34,146.83,7.44,9.7,0.2,0.21,0.18,0.19,4.9,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2010-12-01,2010,12,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,142.85,153.01,132.7,138.19,-0.18,9,33.13,36.56,29.7,33.66,-20.12,9.2,39.79,43.07,36.51,37.94,-25.56,9.7,137.32,146.24,125.54,125.54,-7.09,9.3,25.74,28.92,19.67,19.67,-52.07,9,149.28,157.07,141.5,142.65,-7.03,9.7,0.19,0.2,0.18,0.18,-11.62,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2011-01-01,2011,1,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,143.19,153.16,133.22,150.36,-4.29,9,35.32,39.08,31.56,38.49,-20.77,9.2,38.81,47.27,35.57,47.27,-19.06,9.7,128.13,142.35,119.77,142.35,-5.43,9.3,19.76,33.41,17.24,33.41,-22.16,9,146.12,159.75,138.4,159.75,-7.92,9.7,0.18,0.21,0.17,0.21,-9.13,9.4
MWI,Malawi,Central Region,Dedza,Ntakataka,-14.22,34.51,gid_-142200000345100000,2011-02-01,2011,2,MWK,"beans (1 KG, Index Weight = 1), cassava (1 KG, Index Weight = 0.5), cassava_fao (1 Kg, Index Weight = 0.5), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1)",Jan 2007,Aug 2026,35.46,57.55,0.97,0,,,,,,,155.41,166.19,144.64,156.39,21.74,9,39.84,44.19,35.49,38.54,-8.52,9.2,48.82,52.68,44.96,47.11,-9.13,9.7,149.13,158.71,139.54,143.6,13.47,9.3,36.92,41.5,30.62,30.62,-30.38,9,165.06,175.65,154.48,161.81,9.28,9.7,0.22,0.23,0.2,0.21,7.16,9.4
